3 15000
4 16800
6 17000
8 13000
8 17000
8 13000
9 17000
9 16800
15 17000
16 16800
18 16800
18 15000
21 15000
21 16800
22 15000
22 16800
22 13000
23 15000
23 16800
23 13000
23 16800
23 15000
24 13000
24 16800
24 15000
25 16800
25 13000
25 15000
26 13000
26 16800
26 15000
26 16800
26 15000
27 16800
27 15000
27 13000
27 15000
27 16800
28 16800
28 15000
28 13000
28 15000
28 16800
29 16800
29 15000
29 13000
29 15000
29 16800
30 16800
30 15000
30 13000
30 16800
30 15000
31 13000
31 16800
31 15000
31 16800
31 15000
32 13000
32 16800
32 15000
32 16800
32 15000
33 15000
33 13000
33 16800
33 16800
33 16800
33 15000
33 16800
33 16800
33 15000
34 13000
34 16800
34 16800
34 15000
34 16800
34 16800
34 15000
35 16800
35 15000
35 16800
35 13000
35 16800
35 16800
35 15000
36 15000
36 13000
36 16800
36 18000
36 15000
36 16800
36 18000
